"topic","gamma","TopicLabel","Title","Abstract","Year","Country"
1,0.916091789235106,"Reading Comprehension and Language Processing","Effects of Reading Level and Reading Task on English Word Frequency: Evidence from Eye Movements for Chinese-English Bilinguals During English Reading","Abstract: In this study, we examined the effect of reading tasks and the reading level for word frequency on Chinese-English bilinguals' eye movement behavior during English reading. The mixed experimental design was used, which was 2(reading tasks: natural reading, proofreading)×2(reading levels: high, low)×2(word frequency: high, low)design. The results showed as follows.(1)The word frequency effects were significant for both the high-level and low-level group, especially for the low-level group. Meanwhile, the difference between natural reading and proofreading was significant for both the high-level and low-level group, especially for the high-level group.(2)The word frequency effects were significant during two different reading tasks, especially for proofreading. For conclusion, the reading level and reading tasks had an impact on the magnitude of word frequency, and the cognitive flexibility for high-level group was better than low-level group during English reading. Key words: reading level, reading tasks, word frequency effects",2017,"China"
1,0.912821625016922,"Reading Comprehension and Language Processing","6: Knowledge of Chinese Character Component of Lower-graders Predicted Character Recognition and Reading Comprehension of Third-graders","Abstract: The present study aimed to investigate the effects of knowledge of Chinese character component on character recognition and reading comprehension in 123 children from Grades 1 to 3. Hierarchical regression analysis indicated that: (1) Knowledge of Chinese character component in Grades 1 to 3 was a significant predictor of character recognition in Grade 3 after controlling the effects of IQ, vocabulary, and phonological awareness, and the contribution of Grades 2 and 3 is higher than that of Grade 1; (2) Knowledge of Chinese character component in Grade 1 has no unique contribution to reading comprehension in Grade 3, but knowledge of Chinese character component in Grades 2 and 3 has a unique contribution after controlling the effects of IQ, vocabulary, and phonological awareness, and the contribution of Grade 3 is higher than that of Grade 2; (3) Knowledge of Chinese character component still explained variance in reading comprehension after further controlling character recognition. These results underscore the importance of knowledge of Chinese character component for the development of children’s character recognition and reading comprehension, and the contribution of knowledge of Chinese character component to character recognition and reading comprehension changes with development. Specifically, the contribution of knowledge of Chinese character component to reading ability increases across children’s grade. Key words: knowledge of Chinese character component, character recognition, reading comprehension, Chinese children",2024,"China"
1,0.909618966262167,"Reading Comprehension and Language Processing","The differences of the contextual predictability effect between highly-skilled and low-skilled developing readers during parafoveal processing: Evidences from eye movements","Abstract: Contextual predictability plays a crucial role in affecting lexical processing when reading character-based languages like Chinese. Words that are predictable from prior context are read more quickly and are less likely to be directly fixated than are unpredictable words. Previous studies have shown that there was significant difference of contextual facilitation effect for children with different reading skills. However, the relationship between reading skills and contextual effect is still controversial. Lexical quality hypothesis and Predictive coding framework have different hypothesis for this issue. The former states that less-skilled readers rely more on sentential context due to their low-quality lexical representations, however, the later states that higher-skiller will benefit more from sentential context at the early-stage of lexical processing because high reading skill enables automatic access to context-based inferences. Furthermore, numbers of evidences have showed that the occurrence of contextual predictability effects reply heavily on the lexical parafoveal process, and if the absence of valid parafoveal preview, the effects of contextual predictability would be decrease or disappear (Balota, Pollatsek, &Rayner, 1985; White, Rayner, & Liversedge, 2005; Schotter, Lee, Reiderman, & Rayner, 2015). Thus, recent investigations of the impact of contextual predictability on parafoveal preview effects on eye movements between highly-skilled and low-skilled developing readers during sentence reading provides a new source of insight into this issue. In current experiment, the boundary paradigm was used to investigate the parafoveal processing (Rayner, 1975). In this paradigm, the preview of a target word is manipulated to be correct or incorrect until the point of fixation crosses an invisible boundary preceding the preview. At this point the preview is replaced with the target word. Reduced fixation times on a word observed after a correct compared to an incorrect preview is known as preview benefit. Developing Chinese readers (32 skilled, 32 less-skilled) were selected from a pool of school children (aged 10-12 years) whose reading skills had been comprehensively assessed based on the tests of reading comprehention and speed-reading. All participants read sentences containing two-character target words for which predictability （higher or lower predictability）and previewing type (identity or noword preview)was manipulated. The results indicated that, for highly-skilled readers, there was a preview effect in higher predictability sentences, but it didn’t occur in lower predictability sentences. For low-skilled readers, the preview effect has no differences in two types of sentences. In addition, there was larger effects of contextual predictability on total reading time for less-skilled developing readers than that of higher-skilled developing readers. These suggested that there are fundamental differences in the influence of contextual predictability on lexical process for skilled and less-skilled developing Chinese readers. Specifically, the highly-skilled developing readers can use contextual predictability information to facilitate parafoveal processing, while low-skilled readers relied more on it during the later processing. The results were in line with the Predictive Coding Framework. Key words: contextual predictability effect, reading skill, parafoveal preview processing, eye movements",2019,"China"
1,0.907159388524897,"Reading Comprehension and Language Processing","The Positional Effect of Semantic and Grammatical Activation of Semantic Radical Under Semantic Radical Priming Paradigm","Abstract: This study used the priming paradigm to explore the influence of the position of semantic radical on the semantic and grammatical activation of phonogram. The results of experiment 1 showed that the position of semantic radical affected the semantic activation of phonogram. The activation was significant when the semantic radical was on the left/upper side, but no activation was detected on the opposite side. The results of experiment 2 showed that the semantic radical position also affected the grammatical activation. The grammatical activation was stronger when the semantic radical was on the left/upper side than when it was on the opposite position. The whole finding indicates that the semantic and grammatical activation of semantic radical show obvious position effect. Key words: semantic radical priming paradigm, positional effect, semantic activation, grammatical activation",2021,"China"
1,0.906740855807725,"Reading Comprehension and Language Processing","The Role of Character Positional Frequency on College and Primary Student in Oral Reading","Abstract: This research used eye tracking technology. The positional frequency of the initial and final characters of words had been controlled in oral reading. Young adults and third-grade students had been recruited as participants, to explore the effect of the positional frequency of the initial and final characters of words in Chinese oral reading. The results showed that, in the early, middle, and late stages of oral reading, relative to college students, third-grade students depended more heavily in word segmentation on the positional frequency of the initial and final characters in words. In conclusion, the positional frequency of the initial and final characters in words were important cues in word segmentation. As less skilled and less experienced readers, third-grade students depended more on the positional frequency of the initial and final characters in words than college students did. Key words: oral reading, positional character frequency, word segmentation",2021,"China"
1,0.904697678758003,"Reading Comprehension and Language Processing","The Roles of Phonological Awareness, Naming Speed, and Morphological Awareness in Chinese Reading Development","Abstract: Using regression analyses and structure equation modeling, the present study investigated the influences of phonological awareness, naming speed, and morphological awareness on different reading aspects (accuracy, fluency, and comprehension) in 123 fourth and fifth Chinese students. Results showed that phonological awareness, naming speed, and morphological awareness are all important cognitive predictors of children's reading, but contributed differently to the three reading aspects. (1) Reading accuracy was directly influenced by all three cognitive skills, with morphological awareness contributed slightly higher than both phonological awareness and naming speed. (2) In addition to its direct influence, the influence of naming speed on reading fluency also was partially mediated by reading accuracy; while the influence of both phonological awareness and morphological awareness on reading fluency was totally mediated by reading accuracy. (3) The influences of phonological awareness, naming speed and morphological awareness on reading comprehension were mediated by reading accuracy and reading fluency. Key words: phonological awareness, naming speed, morphological awareness, reading abilities, Chinese children",2017,"China"
1,0.903677710797846,"Reading Comprehension and Language Processing","The Effect of Morphological Awareness and Rapid Automatized Naming on Chinese Character Dictation and Copying","Abstract: Mastering writing is one of the important goals in the development of children’s written language, influenced by many reading related skills. Dictation and copying, representing accuracy and fluency in writing respectively, become the important indicators of the writing ability. Although the important role of writing has been unanimously recognized by researchers, the roles of dictation and copying have been underrated for years. Whether dictation or copying was difficult for children, and understanding the factors that influence dictation and copying is crucial to improve writing skills. Different from the alphabetic writing, Chinese characters are unique ideograph. There are a large number of homophones and polysemous characters in Chinese and the irregular grapheme-phoneme correspondence makes children rely more on semantic clues, rather than phonetic clues. Both alphabetic characters and Chinese horizontal researches have shown that children could benefit from morpheme analysis of words in dictation. Thus, it is reasonable to infer that morphological awareness may affect Chinese character dictation. In addition, rapid automatized naming also plays an important role in dictation, but the results of rapid automatized naming on dictation are not consistent. Compared with dictation, copying has received relatively little attention. At present, it is not clear whether morphological awareness and rapid automatized naming have any influence on Chinese characters copying. Furthermore, in order to explore the time effect of morphological awareness and rapid automatized naming on Chinese character dictation and copying, a longitudinal design was adopted, so as to probe more clearly whether there are same predictive effects in the course of time development. The two-year longitudinal study was conducted to explore the effect of morphological awareness and rapid automatized naming on Chinese character dictation and copying over time. Participants included 127 students living in mainland China, who were tracked from fifth to sixth grade, and were administered a comprehensive battery of tests including assessments for non-verbal IQ, phonological awareness, morphological awareness (e.g. homophone awareness, compounding awareness), rapid automatized naming, and dictation and copying of Chinese characters. The direct model was used to determine the contribution of morphological awareness and rapid automatized naming on dictation and copying from grade 5 to 6 by using the structural equation model. After controlling for non-verbal IQ, phonological awareness and the autoregressive effect, the results of model showed that: (1) children’s dictation and copying of Chinese characters have significantly increased over time; (2) morphological awareness in grade 5 significantly predicted the dictation at two time points, while rapid automatized naming in grade 5 only significantly predicted the current dictation in grade 5; (3) both morphological awareness in grade 5 and rapid automatized naming in grade 5 only predict current copying, but had no significant predictive effect on the copying after one year. These findings indicated there is different effects of morphological awareness and rapid automatized naming on Chinese character dictation and copying. This indicates writing accuracy (dictation) should not be unilaterally emphasized when teaching children new vocabulary, but attention should also be given to the cultivation of writing fluency (copying) in daily practice teaching and training. Key words: morphological awareness, rapid automatized naming, Chinese character dictation, copying",2021,"China"
1,0.902176596313946,"Reading Comprehension and Language Processing","The Role of Character Positional Frequency of Word Segmentation of Overlapping Ambiguous Strings in Chinese","Abstract: The present study examined the role of character positional frequency by using the lexical overlapping paradigm. In Experiment 1, three-character strings were presented and the middle characters were polyphones. Participants were asked to report the pronunciation and tone of the middle character. The results showed that the middle characters were more likely to pronounce as high character positional frequency. In Experiment 2, the manipulation was the same as in Experiment 1, except that the middle characters were not polyphones. The results showed that readers tended to report the pronunciation of the word based on high character positional frequency conditions. The findings reveal both the initial and the final character positional frequency play vital roles in word processing and support the multiple activation hypothesis of Chinese word recognition.
Key words: positional frequency, overlapping ambiguous strings, Chinese reading, word segmentation",2022,"China"
1,0.899619926016173,"Reading Comprehension and Language Processing","The Effects of Word Segmentation on Chinese Developmental Dyslexia: A comparison in Oral and Silent Sentence Reading","Abstract: In this study, selecting dyslexic children in 5th grade with their corresponding reading level-matched group and age-matched group as subjects, the effects of word segmentation on silent reading and oral reading were discussed. Eye movement was recorded when they read sentences using Eyelink 2000. The results indicated that total fixation duration was shorter, and total number of fixations and number of forward fixations were less for age-matched group than dyslexic group. Children had more difficulties when they read loudly than read silently. Word segmentation had facilitating effect on oral reading. Key words: word segmentation, silent reading, oral reading, developmental dyslexia, eye movement",2018,"China"
1,0.897418313813206,"Reading Comprehension and Language Processing","The role of text familiarity in Chinese word segmentation and Chinese vocabulary recognition","Abstract: In alphabetic writing systems (such as English), the spaces between words mark the word boundaries, and the basic unit of reading is distinguished during visual-level processing. The visual-level information of word boundaries facilitates reading. Chinese is an ideographic language whose text contains no intrinsic inter-word spaces as the marker of word boundaries. Previous studies have shown that the basic processing unit of Chinese reading is also a word. However, findings remain inconsistent regarding whether inserting spaces between words in Chinese text promotes reading performance. Researchers have proposed that there may be a trade-off between text familiarity and the facilitation effect of inter-word spaces.
The purpose of Experiment 1 was to examine whether there was trade-off between text familiarity and facilitation of inter-word spaces. Before reading training, Experiment 1 was conducted that 40 native Chinese undergraduates read Chinese sentences from right to left on four text conditions. The results showed faster reading speed and shorter total reading time for the inter-word spaced text. Based on this finding, 40 native Chinese undergraduates who did not participate in the first stage read Chinese sentences from right to left on four text conditions after ten-day reading training, then, the eye tracking data of participants during Chinese reading were recorded in Experiment 1. Experiment 1 verified there was trade-off between text familiarity and inter-word spaces’ facilitation in Chinese, then, the Experiment 2 examined the role of text familiarity and word frequency in vocabulary recognition. Forty students read Chinese sentences under familiar (from left to right) and unfamiliar (from right to left) texts. The target words were high frequency or low frequency. Using Eyelink 1000, the eye tracking data of 32 undergraduates during Chinese reading were recorded in Experiment 2. Second, right-to-left reading training was conducted over 10 days to improve right-to-left reading experience. Then, the eye tracking data of participants during Chinese reading were recorded in Experiment 2.
The results in Experiment 1 showed that: (1) Before training, there was significant different between the total reading time and reading speed under unfamiliarity text, which were shorter reading time and faster reading speed in the inter-word spaced text. (2) After training, there was no significant difference between the total reading time and reading speed in the inter-word spaced text and unspaced text, which suggests that the facilitation effect of inter-word spaces in Chinese reading changed smaller. The results in Experiment 2 showed that: (1) The effect of text familiarity was significant. The fixated time was shorter, and the skipping rate was higher under the familiar text. (2) The main effect of word frequency was significant. Low-frequency words had longer fixation times and a higher skipping rate. (3) Right-to-left training improves reading performance from right to left. (4) The early indexes showed a significant interaction between text familiarity and word frequency. A word-frequency effect occurred under the familiar but not under the unfamiliar texts. The late indexes showed that the interaction between text familiarity and word-frequency was not significant.
Results in experiment 1 suggested that there was trade-off between text familiarity and the facilitation of inter-word spaces, which supported the assumption in previous studies. In addition, results in experiment 2 showed the text familiarity may affect the early processing in vocabulary recognition. Based on the Chinese integrated reading model, the word segmentation and vocabulary recognition are unified processing. The E-Z reader model holds the opposite point. Combine the experiment 1 and experiment 2, research showed that word segmentation and vocabulary recognition may be sequential processing in Chinese reading, which provided empirical evidence for Chinese E-Z reader model rather than Chinese integrated model.
Key words: text familiarity, inter-word spaces, word frequency, word segmentation, vocabulary recognition",2022,"China"
1,0.897219770983148,"Reading Comprehension and Language Processing","The Influence of Constrictive Context on the Processing of Unpredictable Word in Chinese Reading","Abstract: Two experiments were conducted to investigate the prediction error cost by manipulating the contextual constraint and word predictability. The results of Experiment 1 showed unpredictable words had shorter fixation times and more skipping in high contextual constraint than low contextual constraint. Experiment 2 controlled the semantic relevance of unpredictable words and predictable words. It was found that the processing of unpredictable words did not show any differences between high and low contextual constraint. Both Experiment 1 and Experiment 2 indicated no prediction error cost. The results supported grade pre-activation hypothesis, suggesting readers predict upcoming word by means of hierarchical pre-activation based on previous context. Key words: prediction error cost, contextual constraint, word processing, eye movement",2021,"China"
2,0.980251371896243,"Consumer Psychology, Mate Preferences, and Gender Stereotypes","Warmth or competence? The influence of advertising appeal and self-construal on consumer-brand identification and purchase intention","Abstract: This paper examines the influence of self-construal on the effectiveness of warm/competent advertising appeals on consumer-brand identification and purchase intention, its underlying mechanism and boundary conditions. Specifically, we propose that a warm (competent) advertising appeal should enhance consumer-brand identification and purchase intention among interdependent (independent) consumers through increased pleasure. In addition, this interaction effect between advertising appeal and self-construal should be mitigated when firm type (modern vs. traditional) is made salient. This is because for modern firms all consumers should prefer a competent advertising appeal, whereas for traditional firms all consumers should prefer a warm advertising appeal, regardless of their self-construal. Three experiments provide empirical support for these predictions, and rule out several rival explanations (including fluency, arousal and involvement).
Study 1 uses a 2 (advertising appeal: warmth/competence) × 2 (self-construal: independent/dependent) between-subject design. A fictitious shampoo brand “Pantam” is selected as the focal stimulus, and the experimental materials are in the form of a print advertisement. In order to minimize the confounds of experimental results by advertising design, both warm and competent ads adopt the same layout and text length. We recruit 116 participants, manipulate the advertising appeal by designing different patterns, backgrounds and ad copies, and measure participants’ self-construal using an existing scale. We confirm the proposed interaction between advertising appeal and self-construal on brand identification. While the results of Study 1 are supportive of our prediction by using a utilitarian product, in a follow-up study we replicate these results using a hedonic product (i.e., chocolate), demonstrating the robustness of our results for different product types.
Study 2 uses a similar between-subject design, using a toothpaste with a fictitious “MysPlant” brand name as the focal stimulus. In order to eliminate the possible confounds in Study 1, a new advertising copy is created. We recruit 149 participants, and manipulate advertising appeal and self-construal. Consistent with our prediction, we confirm the interaction between self-construal and advertising appeal on brand identification and purchase intention. We additionally support the proposed mechanism underlying the interaction effect that is due to an enhanced sense of pleasure, and rule out fluency, arousal, and involvement as possible rival explanations in this and a follow-up study.
Study 3 uses a 2 (advertisement appeal: warmth/competence) × 2 (self-construal: independent/dependent) × 2 (firm type: traditional/modern) between-subject design to further test the moderating effect of firm type. Advertising appeal and self-construal are manipulated in similar fashions as in Study 2. The focal stimuli are also similar to those in Study 2. To minimize confounds, we manipulate firm type and verify our manipulation in a pretest. We recruit 278 participants for this study. The results provide support to the moderating effect of firm type and re-confirm the mediation effect of enhanced sense of pleasure. Specifically, we find that for a modern firm all consumers prefer a competent advertising appeal, regardless of their self-construal. In contrast, for a traditional firm whereas interdependent consumers prefer a warm advertising appeal, independent consumers’ preference for a competent advertising appeal is mitigated and they are indifferent between warm and competent advertising appeals. In addition, these effects are mediated by the sense of pleasure.
Combined, the results from the three experiments (and the replications of Studies 1 and 2) provide strong empirical evidence for the interaction effect between self-construal and advertising appeal on consumer-brand- identification and purchase intention, the moderating effect of the salience of firm type on this interaction effect, and the underlying mechanism due to a sense of pleasure.
Key words: self-construal, competence/warmth advertising appeal, pleasure, brand identification, purchase intention",2020,"China"
2,0.96704869779189,"Consumer Psychology, Mate Preferences, and Gender Stereotypes","Avoiding or accepting? The positive effect activating by the imitation of dissociative reference groups","Abstract: Consumers are often imitated by others, particularly the dissociative reference groups. Previous study has proposed that the mimicry noticed by imitated consumers would threat their need of distinctiveness, then increasing the intension to disposal or re-customize product they had chosen. Besides, prior researches have mainly focused on the negative effects of dissociative reference groups on consumers. For example, consumers are less likely to choose the products or brands related to their dissociative reference groups, aiming to keep their positive social identity. According to these findings, when consumers are aware that their possessions have been imitated by dissociative reference groups, this mimicry would evoke negative responses such as lower brand attitude. But is this inference always correct? We propose that the impact of imitation from dissociative reference groups depends on the product features, more specifically, the environmental significance. In other words, this study explored the interaction effect of imitation from dissociative reference groups and environmental significance of product on possession disposal intention. Via two experiments, we provide evidence for the proposed main effects and underlying mechanism. Study1 was a 2 (imitation from dissociative reference groups: imitation vs. non-imitation) × 2 (environmental significance of product: green product vs. non-green product) between-subjects design, examining the interaction effect of imitation and environmental significance on possession disposal intention, as well as the mediating effect of meaningful existence. Study 2 was a 2 (manipulation of meaningful existence: manipulation vs. control) ×2 (imitation from dissociative reference groups: imitation vs. non-imitation) × 2 (environmental significance of product: green product vs. non-green product) between-subjects design. In study 2, we further examined the mediating effect of meaningful existence adopting a process-by-moderation approach. The results show that the consumers who are imitated by dissociative reference groups will be more likely to dispose their possessions when using a non-green product. However, consumers report lower disposition intention when the imitated possession is a green product. Besides, this research has identified consumers' meaningful existence as a mechanism explaining the interaction effect above. Meaningful existence mediated the interaction effect of imitation and environmental significance of product. This research has provided several theoretical contributions to the relevant research fields. Firstly, our research extends the literatures about imitation by exploring the boundary condition of noticed imitation. The imitation about green product can lead to positive effect even this mimicry is aware by the mimicked consumers. Secondly, our research extends the understandings about reference group by exploring the positive effect of dissociative group. Thirdly, few studies investigated the effect of green consumption. We explore the positive effect of green consumption in the context of imitation. Finally, we enrich the context of meaningful existence by exploring its’ effect on consumption attitude as well as the influence of imitation on it. From a managerial point of view, our research suggests that companies can cover a story related to the imitation of dissociative reference groups to promote the consumption of green product. Besides, companies can emphasize the environmental significance of product or brand to alleviate the brand crisis triggering by the threat of dissociative reference groups to core consumers. In addition, companies can also help consumers to maintenance or improve their meaning of existence using product or brand, increasing consumers’ attitude towards the brand. Key words: imitation, green product, dissociative reference groups, possession disposal intention, meaningful existence",2023,"China"
2,0.953938318661392,"Consumer Psychology, Mate Preferences, and Gender Stereotypes","The impact of product transparency on consumer brand perceptions","Abstract: In the current market, transparent appearance is becoming more popular and is increasingly used in product and packaging design (e.g., transparent frames). However, previous studies have focused on the effects of product transparency (transparent vs. opaque appearance) on food consumption quantity, product evaluation, purchase intention, and consumption decision. In comparison, there is a paucity of understanding of how consumers’ brand perceptions are affected by product transparency and the underlying mechanisms of these effects. In the current research, we extend the extant literature by examining consumer perceptions and attitudes toward brands when faced with the appearance of products with different degrees of transparency.
One pilot study and four studies were conducted to examine our hypotheses. The pilot study (n= 278) examined that the basic hypothesis of product transparency, such that the transparent (vs. opaque) appearance would be perceived as more interesting, and the opaque (vs. transparent) appearance would be perceived with a stronger heaviness. Experiment 1 (n = 186) investigated the main effects of product transparency on brand innovation perception and brand reliability perception, as well as the mediating effects of interestingness and heaviness. Experiment 2 (n = 304) used a moderation-of-process approach to further validate the moderation of product typicality in the process of product transparency influencing brand innovation perception. Experiment 3 (n = 368) examined the moderating role of product claims in the effect of product transparency on brand reliability perception. Experiment 4 (n = 240) examined the effect of product transparency on brand attitude and the moderating role of regulatory focus in the process. To document a robust effect, we varied the type of experimental material in five studies.
Our investigation results suggest that transparent appearance (vs. opaque appearance) allows consumers to create a stronger perception of brand innovation through the increased perception of interestingness. Meanwhile, opaque appearance (vs. transparent appearance) makes consumers perceive stronger brand reliability through the increased perception of heaviness. The effect of product transparency on brand innovation perception is attenuated when the product is atypical (vs. typical), while the effect of product transparency on brand reliability perception would be weakened when the product is lightweight claim (vs. control group). Finally, we also find that promotion-oriented individuals prefer brands with transparent designs, while prevention-oriented individuals prefer brands with opaque designs.
In summary, we bridge the gap in research related to product transparency by exploring the effects of product transparency on consumers’ brand perceptions, as well as the mechanism of such an influence. Furthermore, this research also explored the moderating role of product typicality, product claim and regulatory focus in the process of product transparency affecting consumers’ brand perceptions and attitudes, which also enriched the research on product typicality and product claim and regulatory focus. From a practice perspective, this research is an invaluable guide to the selection of a company’s product appearance and the creation of a branding strategy.
Key words: product transparency, brand innovation perception, brand reliability perception, product typicality, regulatory focus",2023,"China"
2,0.927334711535049,"Consumer Psychology, Mate Preferences, and Gender Stereotypes","Effects of online pictorial versus verbal reviews of experience product on consumer’s judgment","Abstract: Both online pictorial and verbal reviews play important roles in consumers’ purchasing decisions. Based on construal level theory (CLT), we studied the effects of pictorial reviews and verbal reviews on consumers’ decision. Words are abstract representations of objects, so verbal reviews are characterized as high construal level; while pictures are concrete representations of objects, pictorial reviews are examples of low construal level. Furthermore, according to CLT, products are represented at a higher construal level by consumers whose purchase feasibility is low, while products are represented at a lower construal level by consumers whose purchase feasibility is high. Thus we hypothesized that consumers whose purchase feasibility is low would be more influenced by verbal reviews, whereas consumers whose purchase feasibility is high would be more influenced by pictorial reviews. In addition, this effect would be moderated by the product types (i.e., nostalgic vs. non nostalgic products). A series of experiments were conducted to test these hypotheses. In Experiment 1a and 1b, reviews of tangible product features were used to study the impact of purchase feasibility and pictorial/verbal reviews on product evaluation. Experiment 1a employed a 2 (purchase feasibility: high vs. low) × 2 (reviews: pictorial vs. verbal) between-subjects design. Experiment 1b employed the same design as experiment 1a, but used scenarios which were more close to real life purchasing experience. Results of Experiment 1a and 1b showed that when purchase feasibility was low, participants were more likely to be persuaded by verbal reviews, as compared with pictorial reviews. By contrast, when purchase feasibility was high, participants were more likely to be influenced by pictorial reviews than verbal reviews. These results provided evidence for congruency effect between purchase feasibility and reviews forms. In Experiment 2, we studied reviews of intangible product features of hotels, and changed purchase feasibility conditions. Results of Experiment 2 replicated the congruency effect found in Experiment 1 with the reviews of intangible product features. In Experiment 3, we further studied the moderating role of product types (i.e., nostalgic vs. non nostalgic products) in the relationship between purchase feasibility and reviews forms. We adopted a 2 (reviews: pictorial vs. verbal) × 2 (purchase feasibility: high vs. low) × 2 (product type: nostalgic product vs. non-nostalgic product) between-subjects in Experiment 3. Results showed that the congruency effect between purchase feasibility and pictorial/verbal reviews was moderated by product types: when purchasing nostalgia products, consumers whose purchase feasibility was low were more influenced by verbal reviews than by pictorial reviews, but the difference between the two types of reviews was not significant when purchase feasibility was high; when purchasing non-nostalgia products, consumers whose purchase feasibility was high were more influenced by pictorial reviews than by verbal reviews, but the difference between the two types of reviews was not significant when purchase feasibility was low. The current research contributes to the understanding of how pictorial reviews differ from verbal reviews in affecting consumers’ product evaluation. Moreover, our findings also imply that displaying verbal/pictorial online reviews according to consumers’ purchase feasibility would enhance their purchasing intention, and that the effectiveness of marketing strategies with regard to nostalgia/non-nostalgic products is determined by different factors such as purchasing feasibility.
Key words: pictorial reviews, verbal reviews, purchase feasibility, construal level, nostalgia product",2016,"China"
2,0.920339049758907,"Consumer Psychology, Mate Preferences, and Gender Stereotypes","5: How gifts convey love? The influence of feasible and desirable gifts on mating intention","关键词: 送礼, 便利性与合意性, 择偶交往意愿, 心理亲密感, 联合消费 Abstract: Mating behavior is an important research topic. Gift is a crucial medium for conveying information and intimacy. However, previous literature on mating behavior has rarely explored how gifts affect mating intention. Moreover, most previous studies on gift-giving have been limited to the influence of gifts on general interpersonal relationships, and rarely focused on mate selection or courtship situations. The current research examined the influence of gift category (feasible vs. desirable) on the recipient's mating intention and its inner psychological mechanism. The current research proposed that recipients would show higher mating intention for the wooer who sent the feasible gift (vs. desirable gift), because the feasible gift represents a higher level of psychological closeness between the gift giver and receiver. Joint (vs. separate) consumption moderates this effect. Across 6 studies, including one field study, our research provided empirical support for these predictions. Study 1 adopted a within-subject design, and 65 participants were recruited. Participants were first asked to imagine they were single and two wooers sent them two gifts on their birthday. They then saw two scenarios, a pen scenario and a shopping card scenario. In both two scenarios, two wooers sent feasible or desirable gifts, which were checked and chosen as stimuli by pre-study (N = 48). The feasible pen was practical and easily portable but mediocre in aesthetics. The desirable pen was state of the art and fancy, but not very portable due to its weightiness. The feasible shopping card was for a 4-stars dessert shop, which was about a 5-min walk away. The desirable card was for a 5-stars dessert shop, which was about 1 hour drive away. After reading these materials, participants indicated their mating preference between the two gift givers. The results indicated that participants showed high mating intention for the gift-giver who sent feasible gift, both in pen and shopping card scenario. Study 2 was a one-factor (feasible vs. desirable gift) between-subject design (N = 265). Participants imagined they received a dessert shop card as a gift from a wooer, and then were randomly assigned to feasible or desirable gift condition. The gift information was the similar with Study 1 except that the feasible card was for a 3.5-stars dessert shop, and the desirable card was half an hour drive away. Participants were then asked to indicate their mating intention and perceived psychological closeness to the gift-giver. Lastly, their age, gender, relationship status were collected as control variables. Results replicated the findings of Study 1, and the mediating role of psychological closeness was supported. In Study 3, we changed the manipulation of gift category to rule out knowledge extent and perceived exclusiveness as possible explanations. Specifically, Study 3 was a one-factor (feasible vs. desirable gift) between-subject design (N = 257), and the feasible gift was a ticket for an exhibition which has a certain popularity on social media, and there was no specific time limit for the ticket. Visitors can use it any time. Contrastly, the desirable gift was a ticket for an exhibition which was extremely popular on social media, but the time slot for this ticket was 7:30 am on Monday. Via two pre-studies, the manipulation for feasibility and desirability was successful and the attraction for these two gifts kept the same. The procedure of this study was similar with Study 2, except that we measured social status inference and price as another two possible explanations. The results supported psychological closeness as mediator rather than other variables. Study 4 was designed to further examine the underlying role of perceived thoughtfulness and perceived closeness. It was a one-factor (feasible vs. desirable gift) between-subject design (N = 242). The procedure was the same as Study 2 except that we measured participants’ perceived thoughtfulness and how much they were certain to consume the gift following perceived closeness. Results revealed that perceived thoughtfulness and perceived closeness played the chain mediating role of the effect of feasible (vs. desirable gift) on mating intention. Furthermore, this mediating effect still existed after controlling consumption certainty. Study 5 examined the moderating role of joint consumption, and was a 2 (feasible vs. desirable gift) ×2 (joint vs. separate consumption) between-subject design (N = 254). Participants imagined they received a painting course as a gift from a wooer and then randomly assigned to one of four conditions. The manipulation of gift category was similar with Study 2. As for the consumption process, in the joint consumption condition, participants were told that the course was for two persons, and the receiver would consume it with the gift-giver jointly. In separate consumption condition, participants were told that the course was only for one person. We then measured mating intention and psychological closeness. Mediated moderation was supported by the results. Study 6 was a field study and we conducted a “Gift Represents You” single youth dating activity (N = 204). Participants were randomly assigned “gift-giver” or “gift-receiver”. Each gift-giver was asked to choose one gift (50 ~ 200 RMB) and write some descriptive sentences (100 ~ 250 words), and the receiver was asked to rate 10 gifts indicating his/her mating intention to the gift-giver. Each gift would be rated by 10 receivers. Two separate coders coded the level of feasibility and desirability of each gift according to the gift and its descriptive sentences. We examined both ANOVA and regression, and the results were replicated again in the field setting. Overall, the current research is the first to explore the impact of gift on the recipient's mating intention, with focusing not only on the gift itself, but also on the subsequent consumption process of the gift. Our findings contribute to the mating behavior literature as well as the gift-giving literature. Besides, the current research explores the relationship between construal level and psychological distance from the perspective of mate selection behavior, which is new for construal level theory. Key words: gift giving, desirability vs. feasibility, mating intention, psychological closeness, joint consumption",2024,"China"
